brand,model,price,year,mileage,engine_power,engine_displacement,fuel_consumption,registration_until,service_book,garage_kept,num_of_features
Jaguar,XF,4500.0,2012,279000,202,3.0,6.0,,False,False,1
Renault,Megane Grandtour,3800.0,2010,196404,74,1.598,7.0,2026-01-31,False,False,21
Renault,Clio,5700.0,2012,161000,74,1.499,5.0,2025-07-31,False,True,22
Peugeot,107,2250.0,2007,220000,50,0.998,5.0,2025-12-31,False,False,13
Renault,Clio,3900.0,2013,205000,55,1.7,4.0,2025-02-28,False,False,1
Renault,Megane Grandtour,4500.0,2009,181000,81,1.6,7.0,2025-10-31,False,False,41
Renault,Espace,13800.0,2016,176550,118,1.598,6.0,2026-01-31,False,True,82
Opel,Astra,2450.0,2007,300000,74,1.686,5.0,2025-09-30,False,False,15
Mitsubishi,Colt,5100.0,2012,91000,55,1.1,6.0,2025-11-30,False,True,27
Renault,Espace,15200.0,2017,141200,118,1.598,6.0,2025-11-30,False,True,74
Mazda,6,2200.0,2007,380000,105,2.0,6.0,2025-05-31,False,False,8
Peugeot,Partner,2900.0,2007,360000,66,1.6,5.0,2025-10-31,False,False,10
Peugeot,Expert,6900.0,2010,205552,88,1.997,8.0,2025-08-31,False,False,15
Peugeot,508,6500.0,2012,212000,82,1.56,5.0,2025-09-30,False,True,44
Kia,Pro Ceed,5200.0,2013,148000,70,1.4,5.0,2025-12-31,False,False,4
Renault,Clio,8900.0,2017,111000,66,0.898,7.0,2025-09-30,False,False,21
Renault,Megane,3500.0,2011,323500,63,1.6,4.0,2025-06-30,False,False,27
Kia,Cee'd,4650.0,2011,210000,66,1.568,5.0,2025-06-30,False,False,38
Peugeot,307,2250.0,2007,248000,81,1.6,6.0,2025-07-31,False,True,16
Renault,Megane,19500.0,2017,96000,151,1.618,7.0,2025-06-30,False,False,61
Opel,Corsa,3900.0,2013,221294,70,1.248,4.0,2025-11-30,False,False,23
Nissan,Juke,18900.0,2019,80368,86,0.999,7.0,,False,True,68
Renault,Clio,1700.0,2003,170000,48,1.5,5.0,2025-05-31,False,True,12
Mazda,6,2100.0,2004,270000,89,2.0,6.0,2026-01-31,False,False,25
MINI,Clubman,4350.0,2008,287000,80,1.56,6.0,2025-02-28,False,True,38
Mazda,5,2900.0,2007,280000,96,1.998,5.0,2025-02-28,False,False,29
Peugeot,208,8099.0,2015,94000,50,1.4,5.0,2025-05-31,False,True,26
Honda,Civic,9200.0,2013,143000,88,1.599,5.0,2025-03-31,False,False,50
Renault,Scenic,6800.0,2013,117000,81,1.5,6.0,2025-05-31,False,True,44
Renault,Megane,3300.0,2010,201500,63,1.5,5.0,2025-12-31,False,True,36
Peugeot,308,9999.0,2014,240000,68,1.6,5.0,2025-08-31,False,False,30
Nissan,Micra,5599.0,2014,128000,59,1.23,6.0,2025-07-31,False,True,22
Hyundai,i30,5500.0,2010,180300,66,1.6,5.0,2026-01-31,False,True,3
Peugeot,308,4899.0,2012,234000,68,1.6,5.0,2025-04-30,False,False,23
Jaguar,F-PACE,37000.0,2016,169800,221,3.0,8.0,2025-04-30,False,False,50
MINI,Cooper,3000.0,2002,188000,66,1.6,6.0,2025-02-28,False,True,15
Nissan,Qashqai,8000.0,2011,241000,81,1.461,7.0,2025-10-31,False,True,19
Mazda,323 Sedan,400.0,2000,365000,66,1.998,6.0,,False,True,12
Hyundai,i30,7000.0,2014,145000,70,1.4,7.0,2025-03-31,False,False,23
Hyundai,i20,5600.0,2013,162513,63,1.2,6.0,2025-12-31,False,True,34
Opel,Astra,2400.0,2006,350000,74,1.7,6.0,2025-12-31,False,True,86
Opel,Corsa,3500.0,2010,230000,66,1.364,7.0,2025-01-31,False,False,31
Peugeot,208,5000.0,2012,197300,60,1.199,6.0,2025-04-30,False,False,17
Peugeot,308 SW,8150.0,2015,230275,88,1.6,5.0,2025-04-30,False,True,39
Renault,Clio,1350.0,2005,270000,43,1.2,6.0,2026-01-31,False,True,12
Renault,Grand Scenic,8850.0,2015,126600,81,1.461,6.0,2025-12-31,False,False,41
Opel,Astra Karavan,3400.0,2009,230000,85,1.7,6.0,2026-01-31,False,False,1
Mazda,626,1650.0,2001,370000,74,1.998,5.0,2025-09-30,False,False,1
Renault,Trafic,8000.0,2014,425000,84,1.995,8.0,2025-08-31,False,False,22
Peugeot,207,4500.0,2010,223000,68,1.56,5.0,2025-05-31,False,True,13
Peugeot,508,24500.0,2019,160000,130,1.997,7.0,2025-05-31,False,False,84
Renault,Ostalo,10500.0,2016,248202,92,1.598,8.0,2025-04-30,False,False,28
Opel,Zafira,8900.0,2016,270000,125,2.0,6.0,2025-09-30,False,True,65
Peugeot,3008,3900.0,2009,198000,80,1.997,6.0,2025-03-31,False,False,26
Hyundai,i30,16000.0,2018,113400,73,1.4,6.0,2025-06-30,False,True,51
Peugeot,308 SW,10000.0,2019,137000,74,1.5,5.0,,False,False,47
Opel,Insignia,11000.0,2016,184400,100,1.6,6.0,2025-08-31,False,True,67
Peugeot,RCZ,8500.0,2012,147000,115,1.6,7.0,2025-10-31,False,True,44
MINI,Cooper,4650.0,2009,212000,88,1.6,7.0,2025-08-31,False,True,1
Honda,Jazz,3999.0,2005,77000,61,1.4,6.0,2025-10-31,False,False,1
Infiniti,Q50,12999.0,2019,306000,125,2.145,7.0,2025-04-30,False,False,51
Renault,Kadjar,12999.0,2016,220000,81,1.499,5.0,2026-01-31,False,False,41
Honda,Accord,5000.0,2009,244000,110,2.2,7.0,2025-07-31,False,False,36
Hyundai,Bayon,16500.0,2023,22600,62,1.197,7.0,2025-04-30,False,False,48
Peugeot,207,5000.0,2009,126000,50,1.4,5.0,2025-08-31,False,True,18
Peugeot,2008,9900.0,2015,122000,68,1.6,5.0,2025-07-31,False,True,30
Kia,Sportage,7500.0,2014,193067,85,1.685,6.0,2025-02-28,False,True,23
MINI,One,6100.0,2010,148000,72,1.598,6.0,2025-06-30,False,True,26
Hyundai,Santa Fe,6400.0,2006,276000,114,2.185,7.0,2025-09-30,False,False,1
Opel,Corsa,6000.0,2011,99500,63,1.229,6.0,2025-04-30,False,False,6
Renault,Clio,7700.0,2018,229000,66,1.496,5.0,2026-01-31,False,True,39
Mazda,3,19900.0,2021,66000,88,1.998,6.0,2025-02-28,False,True,45
Honda,Jazz,2750.0,2005,260000,61,1.339,6.5,2025-03-31,True,False,21
Opel,Astra Karavan,2900.0,2008,301300,74,1.686,5.5,2025-02-28,False,True,34
Porsche,911,52000.0,2001,9000,221,3.387,11.0,2025-09-30,True,True,59
Renault,Megane,17000.0,2020,18000,70,1.461,3.84,,True,True,49
Kia,Sportage,17900.0,2018,127000,85,1.685,4.71,,True,True,66
Renault,Talisman,16900.0,2018,107000,81,1.461,3.79,,True,True,83
MINI,Cooper,5750.0,2011,129000,90,1.598,5.4,2025-02-28,False,False,37
Renault,Clio,1400.0,2006,237000,50,1.5,4.5,2025-02-28,False,False,13
Renault,Kangoo,14700.0,2008,194000,66,1.461,6.0,2025-06-30,False,True,41
Mercedes-Benz,GLK,15999.0,2012,238000,125,2.143,7.7,,True,False,110
Renault,Clio,1800.0,1999,130000,43,1.2,5.0,2025-05-31,True,True,19
Hyundai,i30,4500.0,2010,197000,66,1.582,5.5,2025-03-31,False,False,60
Mercedes-Benz,C-klasa Coupe,23500.0,2017,160000,150,2.2,6.5,2025-06-30,True,False,53
Mercedes-Benz,A-klasa,6800.0,2012,180000,60,1.991,5.5,2024-11-30,False,True,35
Kia,Carnival,6490.0,2008,176000,136,2.9,9.9,,False,False,32
Mercedes-Benz,C-klasa,24500.0,2017,90000,125,2.2,6.0,2025-01-31,True,True,60
Mercedes-Benz,CLS klasa,41000.0,2015,80000,300,4.663,9.6,2025-08-31,False,True,111
Mercedes-Benz,B-klasa,13300.0,2013,270000,100,1.796,5.0,,False,True,125
Mercedes-Benz,C-klasa,38950.0,2018,47000,155,1.991,2.3,,True,True,79
Mercedes-Benz,CLS klasa,22300.0,2015,132200,150,2.143,5.4,,True,True,113
Mercedes-Benz,CLS klasa,27900.0,2015,63500,190,2.987,5.0,,True,True,108
Mercedes-Benz,E-klasa Coupe,47880.0,2018,36027,135,1.991,7.5,,True,True,45
Mercedes-Benz,GLA,22979.0,2018,26253,90,1.595,8.3,,True,True,47
Mercedes-Benz,M-klasa,25950.0,2015,93690,150,2.143,6.5,,True,True,95
Mercedes-Benz,M-klasa,26990.0,2015,81540,150,2.143,6.5,,True,True,96
Mercedes-Benz,S klasa,38799.0,2015,113000,190,2.987,6.5,,True,True,101
Mercedes-Benz,S klasa,43900.0,2015,81391,190,2.987,6.5,,True,True,103
Mercedes-Benz,V-klasa,25490.0,2015,118000,120,2.143,6.0,,True,True,66
Mercedes-Benz,V-klasa,26999.0,2015,118000,120,2.143,6.0,,True,True,79
Nissan,Navara,19570.0,2017,114297,120,2.299,6.5,,True,True,48
Porsche,Cayenne,24900.0,2013,138000,180,2.967,8.0,,True,True,90
Porsche,Macan,36890.0,2014,109800,190,2.967,6.2,,True,True,65
Porsche,Panamera,29500.0,2013,92000,220,3.605,11.0,,True,True,69
Mercedes-Benz,GLK,26950.0,2015,175500,195,2.987,7.0,,True,True,118
Mercedes-Benz,C-klasa,8000.0,2011,338000,100,2.143,5.5,2025-11-30,True,False,120
Opel,Astra,3000.0,2005,251000,74,1.7,7.0,,True,False,20
Lexus,IS,19900.0,2016,111000,133,2.494,4.5,,True,True,51
Lexus,LS,69900.0,2018,18000,220,3.456,7.5,,True,True,34
Mercedes-Benz,C-klasa,34800.0,2017,59000,270,2.996,9.2,,True,True,87
Mercedes-Benz,C-klasa Coupe,25950.0,2016,121300,125,2.143,4.8,,True,False,17
Mercedes-Benz,C-klasa,41990.0,2016,85100,350,3.982,10.2,,True,True,83
Mercedes-Benz,CLA klasa,29990.0,2015,56880,265,1.991,8.2,,True,True,98
Mercedes-Benz,CLA klasa,17890.0,2016,49990,90,1.595,6.8,,True,True,87
Mercedes-Benz,CLS klasa,54849.0,2016,94796,430,5.461,12.3,,True,True,118
Mercedes-Benz,CLS klasa,23950.0,2016,123307,125,2.143,5.3,,True,True,112
Mercedes-Benz,CLS klasa,49500.0,2019,15000,180,1.95,6.0,,True,True,16
Mercedes-Benz,E-klasa,49500.0,2015,79560,410,5.461,12.0,,True,True,107
Mercedes-Benz,E-klasa,28990.0,2018,44663,135,1.991,7.0,,True,True,48
Mercedes-Benz,E-klasa T-model,18990.0,2016,125000,100,2.143,5.5,,True,True,99
Mercedes-Benz,G,79980.0,2017,39129,420,5.461,15.0,,True,True,134
Mercedes-Benz,GL,33999.0,2015,136247,190,2.987,7.8,,True,True,106
Mercedes-Benz,GLA,18290.0,2018,30995,90,1.595,7.8,,True,True,44
Mercedes-Benz,GLA,15990.0,2016,77426,115,1.595,7.2,,True,True,78
Mercedes-Benz,GLE Coupe,47450.0,2016,89000,270,2.996,10.3,,True,True,69
Mercedes-Benz,GLE Coupe,60900.0,2016,58500,410,5.461,14.6,,True,True,73
Mercedes-Benz,GLE,32289.0,2016,76377,190,2.987,8.0,,True,True,71
Mercedes-Benz,GLE,32470.0,2015,105360,190,2.987,8.2,,True,True,71
Mercedes-Benz,GLE Coupe,44990.0,2016,115400,190,2.987,6.8,,True,True,70
Mercedes-Benz,GLE Coupe,40400.0,2016,82465,190,2.987,7.2,,True,True,70
Mercedes-Benz,GLK,17500.0,2015,126500,105,2.143,6.0,,True,True,89
Mercedes-Benz,M-klasa,23995.0,2015,100000,150,2.143,6.8,,True,True,95
Mercedes-Benz,M-klasa,25250.0,2015,93099,150,2.143,6.8,,True,True,95
Mercedes-Benz,S klasa,61999.0,2019,22772,250,2.925,6.0,,True,True,26
Mercedes-Benz,S klasa,58890.0,2018,29989,210,2.925,7.8,,True,True,62
Mercedes-Benz,S klasa,56000.0,2016,48783,245,2.996,9.2,,True,True,102
Mercedes-Benz,V-klasa,33990.0,2017,65529,120,2.143,6.2,,True,True,78
Mercedes-Benz,X-klasa,31480.0,2018,29000,140,2.298,7.8,,True,True,54
Nissan,Navara,24900.0,2017,58900,140,2.299,7.8,,True,True,47
Nissan,Navara,23490.0,2017,96990,120,2.299,6.3,,True,True,47
Porsche,Macan,43000.0,2018,38381,185,1.984,7.8,,True,True,63
Porsche,Panamera,59850.0,2017,13000,243,2.894,3.8,,True,True,84
Mercedes-Benz,GLB,34990.0,2020,4900,85,1.95,5.4,,True,True,54
Mercedes-Benz,GLC,21880.0,2016,122877,125,2.143,5.2,,True,True,52
Mercedes-Benz,GL,29900.0,2014,158000,320,4.663,12.3,,True,True,116
Mercedes-Benz,SL roadster,39900.0,2014,90000,225,3.498,8.7,,True,True,93
Mercedes-Benz,SLK roadster,24989.0,2017,47988,135,1.991,7.6,,False,True,50
Mercedes-Benz,GLC,28900.0,2018,96800,125,2.143,5.8,,True,True,52
Mercedes-Benz,G,55999.0,2014,45000,155,2.987,11.2,,True,True,92
Mercedes-Benz,X-klasa,32129.0,2018,29000,140,2.298,7.2,,True,True,49
Mercedes-Benz,SLK roadster,31990.0,2017,59200,150,2.143,5.2,,True,True,51
Hyundai,i30,8000.0,2013,164000,66,1.396,5.8,2025-12-31,True,True,73
Renault,Megane,2650.0,2008,228000,63,1.5,5.0,2025-11-30,True,False,35
Mercedes-Benz,E-klasa Coupe,10900.0,2010,300000,150,2.5,6.0,,True,True,45
MINI,One,8500.0,2016,192000,70,1.5,5.0,2025-03-31,True,True,31
Mercedes-Benz,E-klasa Coupe,47000.0,2018,79650,143,1.95,6.0,,True,False,42
Mercedes-Benz,B-klasa,10400.0,2015,260000,80,1.461,5.0,2025-09-30,False,True,39
Renault,Espace,20500.0,2017,128000,96,1.6,6.0,2025-11-30,True,True,54
Mercedes-Benz,C-klasa Coupe,15800.0,2015,150000,125,2.2,7.0,,True,False,49
Honda,Civic,4200.0,2008,280000,103,2.2,4.5,2025-01-31,False,False,37
Renault,Talisman,12500.0,2016,166000,96,1.598,6.0,2025-04-30,True,True,51
Renault,Laguna Grandtour,5900.0,2014,240000,81,1.461,5.0,,False,False,42
Opel,Insignia,10000.0,2016,157300,100,1.598,6.5,,True,True,60
Mercedes-Benz,C-klasa,3500.0,2000,358000,125,2.597,8.0,2024-11-30,False,True,91
Renault,Scenic,11990.0,2017,150000,81,1.461,3.8,2025-06-30,True,True,86
Renault,Megane,2750.0,2004,156000,60,1.5,5.4,,False,False,35
Renault,Kadjar,13490.0,2015,75000,96,1.598,5.8,,False,True,92
Mercedes-Benz,E-klasa,9500.0,2007,415000,125,2.2,7.0,2025-01-31,False,True,52
Renault,Kadjar,13990.0,2016,59200,81,1.461,5.8,,False,True,87
Renault,Clio,8900.0,2015,105000,66,1.461,3.12,,True,False,106
Renault,Laguna,7900.0,2012,131000,81,1.461,4.48,,True,False,112
Renault,Kadjar,12990.0,2015,75839,81,1.461,5.8,,False,True,80
Hyundai,ix35,7900.0,2012,113750,85,1.685,5.8,,False,True,74
Renault,Clio,9900.0,2018,140000,55,1.461,4.3,,True,True,72
Renault,Captur,10690.0,2015,46000,66,1.461,5.8,,False,True,82
Renault,Kadjar,14470.0,2017,62950,81,1.461,5.8,,False,False,79
Renault,Captur,10900.0,2016,64050,66,1.461,5.8,,False,True,82
Mercedes-Benz,S klasa,17500.0,2008,264600,173,2.987,8.5,2024-12-31,True,True,105
Mercedes-Benz,E-klasa,32000.0,2016,137000,190,2.987,10.0,2025-12-31,True,True,62
Nissan,Juke,11690.0,2016,69000,81,1.461,5.8,,False,True,82
Mercedes-Benz,GLC,34900.0,2016,82000,150,2.143,6.5,2025-04-30,True,True,99
Mercedes-Benz,GLA,20989.0,2018,86829,80,1.461,5.8,,False,True,42
Hyundai,ix35,12900.0,2012,74000,85,1.685,5.15,,True,True,78
Renault,Laguna,3900.0,2008,188640,81,1.461,7.0,2025-09-30,False,True,69
Kia,Venga,12500.0,2016,179132,66,1.368,6.0,,True,False,38
Mercedes-Benz,GLA,24000.0,2017,78000,100,2.143,6.2,2025-08-31,True,True,105
Kia,Sportage,21000.0,2018,77000,112,1.685,7.5,2025-08-31,True,True,91
Mercedes-Benz,GLA,24488.0,2019,43369,100,2.143,5.8,,False,True,43
Kia,Niro,14500.0,2017,217341,77,1.58,6.0,,True,False,84
Renault,Scenic,6200.0,2011,160000,81,1.461,5.5,,False,False,35
Kia,Rio,10500.0,2017,120237,55,1.2,5.0,,True,False,45
Mercedes-Benz,GLC,45750.0,2019,56946,125,2.143,5.8,,False,True,51
Renault,Talisman,139000.0,2018,178000,81,1.461,6.5,2025-10-31,False,False,85
Nissan,Qashqai,6900.0,2013,258000,81,1.461,5.5,2025-05-31,True,True,68
Mercedes-Benz,B-klasa,21490.0,2018,17436,80,1.461,5.8,,False,True,53
Mercedes-Benz,GLA,23850.0,2018,61350,100,2.143,6.2,,False,True,42
Mercedes-Benz,GLA,26990.0,2019,46186,100,2.143,5.8,,False,True,42
Mercedes-Benz,GLC,28999.0,2017,85720,125,2.143,6.2,,False,True,49
Kia,Sportage,15600.0,2017,184000,104,1.685,6.9,2025-03-31,True,True,87
Mercedes-Benz,GLE,33890.0,2017,96468,150,2.143,6.2,,False,True,69
Mercedes-Benz,GLE,35980.0,2018,100000,150,2.143,5.8,,False,True,69
Honda,CR-V,17800.0,2016,41291,118,1.597,6.2,,False,True,91
Honda,CR-V,18550.0,2016,74500,118,1.597,6.2,,False,True,90
Honda,CR-V,19490.0,2016,61827,118,1.597,6.2,,False,True,90
Kia,Ceed (cee'd) Sportswagon,11000.0,2017,132000,100,1.582,7.0,,True,False,72
Kia,Ceed (cee'd),14000.0,2018,92000,73,1.368,6.5,,True,False,73
Renault,Kadjar,13650.0,2016,89000,81,1.461,5.8,,False,True,81
Nissan,Juke,11700.0,2016,30000,81,1.461,5.8,,False,True,91
Mercedes-Benz,V-klasa,42900.0,2018,164500,120,2.198,7.5,2025-09-30,False,True,55
Porsche,Panamera,39900.0,2013,75000,245,2.995,8.0,,True,True,147
Kia,Stonic,15000.0,2021,45640,62,1.197,6.0,,True,False,60
Renault,Captur,11500.0,2015,75554,81,1.461,5.8,,False,True,83
Renault,Captur,11490.0,2015,51000,66,1.461,5.8,,False,True,77
Renault,Kadjar,12985.0,2016,86200,96,1.598,6.2,,False,True,92
Mercedes-Benz,S klasa,195990.0,2021,9300,320,2.999,8.0,,True,True,50
Porsche,Panamera,153990.0,2019,26790,500,3.996,3.0,,True,True,48
Mercedes-Benz,G,164990.0,2020,63000,210,2.925,9.6,,True,True,44
Renault,Kadjar,13490.0,2016,78462,81,1.461,5.8,,False,True,81
Mercedes-Benz,AMG GT,89990.0,2020,86000,270,2.999,9.4,,True,True,49
Renault,Kadjar,13650.0,2016,89000,81,1.461,5.8,,False,True,86
Renault,Kadjar,13480.0,2016,78000,81,1.461,5.8,,False,True,88
Mercedes-Benz,A-klasa,7000.0,2013,315000,66,1.461,5.0,2025-07-31,False,True,90
Mercedes-Benz,GLE,35817.0,2017,65611,150,2.143,6.2,,False,True,70
Mercedes-Benz,S klasa,164490.0,2021,8500,243,2.925,6.7,,True,True,54
Mercedes-Benz,S klasa,130000.0,2018,98000,450,4.0,11.7,,False,True,4
Mercedes-Benz,C-klasa,30990.0,2020,91853,125,1.6,5.5,2025-03-31,True,True,53
Honda,Accord,11100.0,2013,185000,115,1.997,7.5,2025-12-31,False,False,94
Mercedes-Benz,GLE,91448.0,2021,9900,200,2.925,6.3,,False,True,15
Honda,CR-V,17980.0,2016,62453,88,1.597,6.2,,False,True,89
Renault,Twingo,3090.0,2008,126500,55,1.149,6.0,2025-10-31,True,True,18
Mercedes-Benz,GLA,18950.0,2014,123000,125,2.143,6.2,,False,False,83
Mercedes-Benz,GLA,18995.0,2015,146350,125,2.143,6.2,,False,False,83
Mercedes-Benz,GLK,18996.0,2013,136974,125,2.143,6.2,,False,False,118
Honda,CR-V,19700.0,2016,87000,118,1.597,6.2,,False,True,114
Honda,CR-V,19990.0,2017,84163,118,1.597,6.2,,False,True,108
Honda,CR-V,21390.0,2017,86000,118,1.597,6.2,,False,True,114
Honda,CR-V,21990.0,2017,66200,118,1.597,6.2,,False,True,108
Mercedes-Benz,C-klasa,21950.0,2016,88519,125,2.143,6.2,,False,True,78
Mercedes-Benz,S klasa,33900.0,2012,75000,190,2.987,8.0,,False,False,69
Nissan,Juke,10490.0,2017,73250,85,1.197,6.2,,False,True,82
Renault,Captur,8999.0,2015,40000,66,0.898,6.2,,False,True,75
Renault,Captur,10600.0,2015,77699,66,0.898,6.2,,False,True,92
Renault,Kadjar,13899.0,2016,47557,81,1.461,5.8,,False,True,81
Renault,Kadjar,13198.0,2016,94378,96,1.598,5.8,,False,True,92
Hyundai,i10,7000.0,2015,99000,48,0.998,5.0,,False,False,50
Mercedes-Benz,S klasa,99990.0,2021,127990,243,2.925,6.5,,True,True,60
Porsche,Cayenne,89999.0,2018,59000,250,2.998,10.0,2024-12-31,True,True,71
Renault,Kadjar,13500.0,2015,78000,81,1.461,5.8,,False,True,87
Honda,CR-V,19250.0,2017,49000,88,1.597,6.2,,False,True,89
Renault,Captur,9450.0,2017,75000,66,0.898,5.8,,False,True,79
MINI,Countryman,18000.0,2017,160000,110,1.995,5.4,2025-08-31,True,True,64
Mercedes-Benz,B-klasa,20350.0,2019,69554,100,2.143,5.8,,False,True,52
Mercedes-Benz,GLA,23849.0,2018,84296,100,2.143,6.2,,False,True,42
Mercedes-Benz,GLC,36685.0,2019,49995,125,2.143,5.8,,False,True,48
Mercedes-Benz,GLC,32890.0,2018,79799,125,2.143,6.2,,False,True,54
Mercedes-Benz,GLC,40280.0,2019,31285,120,1.95,6.2,,False,True,47
Mercedes-Benz,E-klasa,9500.0,2013,410000,100,2.143,6.5,2025-08-31,True,False,122
Renault,Grand Scenic,3850.0,2005,249000,88,1.9,6.4,2025-09-30,False,False,41
Mercedes-Benz,C-klasa T-model,23150.0,2017,79982,100,2.143,6.2,,False,True,85
Mercedes-Benz,C-klasa,27600.0,2018,55000,143,1.95,6.2,,False,True,56
Nissan,X-Trail,18200.0,2016,163250,96,1.6,7.2,,True,True,65
Mercedes-Benz,GLC,34520.0,2018,88300,125,2.143,6.2,,False,True,49
Mercedes-Benz,GLC,36425.0,2019,49995,125,2.143,6.2,,False,True,49
Mercedes-Benz,GLC,45999.0,2018,47000,125,2.143,6.2,,False,True,50
Mercedes-Benz,GLC,45480.0,2018,65900,125,2.143,6.2,,False,True,50
Honda,CR-V,32890.0,2021,3785,107,1.993,6.2,,False,True,95
Honda,Jazz,2200.0,2006,320000,57,1.242,5.5,2025-01-31,True,True,16
Renault,Kadjar,12990.0,2015,107453,96,1.598,5.8,,False,True,87
Nissan,X-Trail,18990.0,2017,86062,130,1.995,6.2,,False,True,103
Nissan,X-Trail,19800.0,2017,50500,96,1.598,6.2,,False,True,115
Nissan,X-Trail,20500.0,2017,64500,96,1.598,6.2,,False,True,99
Mercedes-Benz,GLC,30450.0,2017,93977,125,2.143,6.2,,False,True,54
Mercedes-Benz,GLC,29990.0,2017,94300,125,2.143,6.2,,False,True,54
Mercedes-Benz,GLC,30770.0,2017,96000,125,2.143,6.2,,False,True,49
Porsche,Panamera,37500.0,2012,152000,184,3.0,7.0,,True,False,64
Renault,Clio,10800.0,2018,74000,66,1.461,4.3,,True,False,88
Mercedes-Benz,GLC,30950.0,2017,86070,125,2.143,6.2,,False,True,49
Mercedes-Benz,GLC,33330.0,2018,88300,125,2.143,6.2,,False,True,49
Renault,Captur,10895.0,2015,93952,81,1.461,5.8,,False,True,82
Renault,Captur,10475.0,2015,106125,66,1.461,6.2,,False,True,82
Nissan,Qashqai,15680.0,2015,64969,96,1.598,6.2,,False,True,105
Mercedes-Benz,GLB,37890.0,2020,4045,100,1.332,6.2,,False,True,46
Mercedes-Benz,GLB,38390.0,2021,36150,120,1.332,6.2,,False,True,45
Mercedes-Benz,E-klasa,20000.0,2015,260000,150,2.143,5.0,2024-12-31,True,False,94
Mercedes-Benz,C-klasa,34990.0,2018,69668,143,1.95,6.2,,False,True,56
Renault,Scenic,17660.0,2018,75812,110,1.749,5.8,,False,True,83
Renault,Scenic,16990.0,2018,54855,81,1.461,6.2,,False,True,81
Renault,Scenic,15580.0,2018,78180,81,1.461,5.8,,False,True,88
Nissan,Qashqai,12880.0,2015,75000,85,1.197,6.2,,False,True,73
Nissan,Qashqai,12300.0,2015,114000,85,1.197,6.2,,False,True,96
Nissan,Qashqai,11200.0,2015,93000,85,1.197,6.2,,False,True,73
Renault,Captur,11400.0,2013,109000,66,1.461,3.76,,True,False,112
Hyundai,ix35,12400.0,2013,119800,85,1.685,5.15,,True,True,116
Renault,Laguna,7900.0,2012,86000,81,1.461,4.8,,False,True,87
Hyundai,ix35,13900.0,2012,34000,85,1.685,5.15,,True,True,111
Kia,Sportage,17499.0,2017,172000,85,1.685,5.9,,True,True,54
Renault,Kadjar,13900.0,2015,105264,96,1.598,6.2,,False,True,94
Nissan,Qashqai,13790.0,2015,110000,96,1.598,5.8,,False,True,96
Nissan,Qashqai,14850.0,2015,95312,96,1.598,5.8,,False,True,96
Nissan,Qashqai,15990.0,2016,66000,96,1.598,5.8,,False,True,97
Mercedes-Benz,B-klasa,17980.0,2018,84089,100,2.143,5.8,,False,True,52
Mercedes-Benz,B-klasa,19900.0,2017,35000,130,2.143,5.8,,False,True,52
Mercedes-Benz,S klasa,38000.0,2016,220000,190,2.987,8.0,2025-04-30,True,True,174
Nissan,Navara,18000.0,2016,300000,140,2.298,10.0,,False,False,60
Nissan,Juke,8900.0,2014,116000,81,1.461,6.2,,False,True,83
Mercedes-Benz,GLC,24500.0,2017,280000,150,2.143,7.5,2025-04-30,True,False,31
Renault,Kadjar,23989.0,2019,50168,110,1.749,5.8,,False,True,96
Renault,Kadjar,23990.0,2019,44400,110,1.749,5.8,,False,True,95
Lancia,Y,14000.0,2022,25000,55,0.999,5.0,,False,False,33
Honda,CR-V,21510.0,2016,12195,118,1.597,6.2,,False,True,91
Honda,CR-V,21999.0,2017,82500,118,1.597,6.2,,False,True,113
Nissan,X-Trail,14999.0,2016,113740,96,1.598,6.2,,False,True,98
Mercedes-Benz,GLE,37990.0,2017,80846,150,2.143,6.2,,False,True,69
Mercedes-Benz,GLE,38850.0,2017,86245,150,2.143,6.2,,False,True,69
Kia,Ceed (cee'd) Sportswagon,5200.0,2013,223000,66,1.396,4.5,2025-11-30,False,False,43
Mercedes-Benz,E-klasa,21000.0,2015,205000,150,2.143,6.1,,False,True,44
Mercedes-Benz,GLA,41450.0,2021,4849,110,1.95,5.8,,False,True,42
Mercedes-Benz,GLA,40700.0,2021,17944,110,1.95,5.8,,False,True,44
Mercedes-Benz,GLA,41250.0,2021,16562,110,1.95,5.8,,False,True,43
Mercedes-Benz,GLA,45998.0,2022,5000,110,1.95,5.8,,False,True,43
Mercedes-Benz,GLC,37290.0,2019,53021,125,2.143,5.8,,False,True,50
Mercedes-Benz,GLC,34490.0,2018,57467,125,2.143,5.8,,False,True,49
Mercedes-Benz,E-klasa,23900.0,2016,187000,110,1.95,5.0,2025-09-30,True,True,50
Nissan,X-Trail,20990.0,2018,75533,130,1.995,6.2,,False,True,103
Renault,Megane,13400.0,2017,143000,81,1.461,3.61,,True,True,96
Nissan,Qashqai,12900.0,2016,100000,81,1.461,5.8,,False,True,73
Mercedes-Benz,Vito,37473.0,2020,31719,100,1.95,6.2,,False,True,34
Mercedes-Benz,Vito,37398.0,2020,69887,100,1.95,6.2,,False,True,36
Mercedes-Benz,B-klasa,21990.0,2019,49819,100,2.143,5.8,,False,True,53
Mercedes-Benz,B-klasa,19990.0,2018,44106,100,2.143,5.8,,False,True,53
Mercedes-Benz,B-klasa,21800.0,2019,76000,100,2.143,6.2,,False,True,52
